PERMIT TYPE,PERMIT #,PROJECT NAME,WORK TYPE,ADDRESS,LOCATION,X_COORD,Y_COORD,DATE SUBMITTED,DATE ISSUED,DECLARED VALUATION,AREA (SF),PRIMARY CONTACT,CD,NCD,HD
Plumbing Irrigation Permit,COM-IFO-PMT22-40500259,Building No: 2; Unit No: 202,New,"4331 MEDICAL DR, City of San Antonio, TX 78229",,-98.570663,29.512032,2022-12-16,2023-01-10,,,Davis + Tobias Architecture,8,,
Plumbing Sewer Permit,COM-IFO-PMT22-40500259,Building No: 2; Unit No: 202,New,"4331 MEDICAL DR, City of San Antonio, TX 78229",,-98.570663,29.512032,2022-11-22,2023-01-10,,,Davis + Tobias Architecture,8,,
Plumbing Sewer Permit,COM-IFO-PMT22-40500259,Building No: 2; Unit No: 202,New,"4331 MEDICAL DR, City of San Antonio, TX 78229",,-98.570663,29.512032,2022-12-16,2023-01-10,,,Davis + Tobias Architecture,8,,
Comm Finish Out Permit,COM-IFO-PMT23-40500002,Building No: 2; Unit No: 270,New,"5930 EISENHAUER RD, City of San Antonio, TX 78218",,2168147.1,13730669.2,2022-11-17,2023-01-10,300000,29780,Scotty McIntyre,2,,
Electrical General Permit,COM-IFO-PMT23-40500002,Building No: 2; Unit No: 270,New,"5930 EISENHAUER RD, City of San Antonio, TX 78218",,2168147.1,13730669.2,2022-11-17,2023-01-10,,,Scotty McIntyre,2,,
Electrical TOPS Permit,COM-IFO-PMT23-40500002,Building No: 2; Unit No: 270,New,"5930 EISENHAUER RD, City of San Antonio, TX 78218",,2168147.1,13730669.2,2022-11-17,2023-01-10,,,Scotty McIntyre,2,,
Mechanical Permit,COM-IFO-PMT23-40500002,Building No: 2; Unit No: 270,New,"5930 EISENHAUER RD, City of San Antonio, TX 78218",,2168147.1,13730669.2,2022-11-17,2023-01-10,,,Scotty McIntyre,2,,
Plumbing General Permit,COM-IFO-PMT23-40500002,Building No: 2; Unit No: 270,New,"5930 EISENHAUER RD, City of San Antonio, TX 78218",,2168147.1,13730669.2,2022-11-17,2023-01-10,,,Scotty McIntyre,2,,
Plumbing Sewer Permit,COM-IFO-PMT23-40500002,Building No: 2; Unit No: 270,New,"5930 EISENHAUER RD, City of San Antonio, TX 78218",,2168147.1,13730669.2,2022-11-17,2023-01-10,,,Scotty McIntyre,2,,
Electrical TOPS Permit,COM-MON-PMT22-40900013,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Plumbing Irrigation Permit,COM-MON-PMT22-40900013,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Plumbing Sewer Permit,COM-MON-PMT22-40900013,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Comm Remodel Permit,COM-RML-PMT23-40000031,Building No: 2; Unit No: N/A,Existing,"24170 N US HWY 281, City of San Antonio, TX 78258",,2143697.3,13789979.3,2022-08-12,2023-01-10,,,Melissa Gonzales,"0, 9",,
Electrical General Permit,COM-RML-PMT23-40000031,Building No: 2; Unit No: N/A,Existing,"24170 N US HWY 281, City of San Antonio, TX 78258",,2143697.3,13789979.3,2022-08-12,2023-01-10,,,Melissa Gonzales,"0, 9",,
Mechanical Permit,COM-RML-PMT23-40000031,Building No: 2; Unit No: N/A,Existing,"24170 N US HWY 281, City of San Antonio, TX 78258",,2143697.3,13789979.3,2022-08-12,2023-01-10,,,Melissa Gonzales,"0, 9",,
Plumbing General Permit,COM-RML-PMT23-40000031,Building No: 2; Unit No: N/A,Existing,"24170 N US HWY 281, City of San Antonio, TX 78258",,2143697.3,13789979.3,2022-08-12,2023-01-10,,,Melissa Gonzales,"0, 9",,
Plumbing Irrigation Permit,COM-RML-PMT23-40000031,Building No: 2; Unit No: N/A,Existing,"24170 N US HWY 281, City of San Antonio, TX 78258",,2143697.3,13789979.3,2022-08-12,2023-01-10,,,Melissa Gonzales,"0, 9",,
Comm Retaining Wall Permit,COM-RW-PMT23-41100001,Minor Structures - RTW - Westover Hills Apartments,New,"5219 ROGERS RD, City of San Antonio, TX 78251",,2064218.8,13722231.6,2022-12-12,2023-01-10,50748,,RW Solutions,6,,
Comm Retaining Wall Permit,COM-RW-PMT23-41100002,Minor Structures - RTW - The Cove at Westover Hills,New,,,,,2022-12-07,2023-01-10,24330,,RW Solutions,6,,
Comm Shell Permit,COM-SHL-PMT22-40400110,Building No: N/A; Unit No: N/A,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,3000000,58029,Acuform Architecture,8,,
Electrical General Permit,COM-SHL-PMT22-40400110,Building No: N/A; Unit No: N/A,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Electrical TOPS Permit,COM-SHL-PMT22-40400110,Building No: N/A; Unit No: N/A,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Mechanical Permit,COM-SHL-PMT22-40400110,Building No: N/A; Unit No: N/A,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Plumbing General Permit,COM-SHL-PMT22-40400110,Building No: N/A; Unit No: N/A,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Plumbing Sewer Permit,COM-SHL-PMT22-40400110,Building No: N/A; Unit No: N/A,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,Acuform Architecture,8,,
Comm Shell Permit,COM-SHL-PMT22-40400126,Building No: 1; Unit No: 1,New,"6910 LANCER BLVD, San Antonio, TX 78219",,,,2022-08-12,2023-01-10,5491320,217113,Greg Crawford,2,,
Plumbing General Permit,COM-SHL-PMT22-40400127,Building No: 2; Unit No: N/A,New,"6922 LANCER BLVD, SAN ANTONIO, TX 78219",,,,2022-08-12,2023-01-10,,,Greg Crawford,2,,
Plumbing Sewer Permit,COM-SHL-PMT22-40400127,Building No: 2; Unit No: N/A,New,"6922 LANCER BLVD, SAN ANTONIO, TX 78219",,,,2022-08-12,2023-01-10,,,Greg Crawford,2,,
Comm Sitework Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,3000000,58029,,8,,
Electrical General Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,,8,,
Electrical TML Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,,8,,
Electrical TOPS Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,,8,,
Plumbing General Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,,8,,
Plumbing Irrigation Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,,8,,
Plumbing Sewer Permit,COM-SIT-PMT22-40100403,Phased-Complex Plans - Indian Woods Professional Park Phase 3,New,"4318 DE ZAVALA RD, City of San Antonio, TX 78249",,-98.567436,29.573013,2022-06-15,2023-01-10,,,,8,,
Comm Sitework Permit,COM-SIT-PMT22-40100445,"Phased-Complex Plans - Becknell Industrial Phase 3, Building 1",New,"6910 LANCER BLVD, San Antonio, TX 78219",,,,2022-08-12,2023-01-10,5491320,217113,Greg Crawford,2,,
Comm Sitework Permit,COM-SIT-PMT22-40100447,"Phased-Complex Plans - Becknell Industrial Phase 3, Building 2",New,"6922 LANCER BLVD, SAN ANTONIO, TX 78219",,,,2022-08-12,2023-01-10,16473937,623052,Greg Crawford,2,,
Demolition Permit,DEM-DEM-PMT23-39200539,9115 PORT VICTORIA,,"9115 PORT VICTORIA, City of San Antonio, TX 78242",,2094944.7,13669500,2022-10-27,2023-01-10,,1100,"Gillermo Zertuche, JR RAMON & SONS",4,,
Demolition Permit,DEM-DEM-PMT23-39200555,1415 ERVIN,,"1415 ERVIN, City of San Antonio, TX 78208",,2143731.4,13708714.7,2022-11-08,2023-01-10,,1200,"Hansco, Inc.",2,,
Demolition Permit,DEM-DEM-PMT23-39200583,4202 IH 10 - Wash Rack,,"4202 IH 10 E, City of San Antonio, TX 78219",,2155609.6,13703720.6,2022-11-28,2023-01-10,,5116,,2,,
Demolition Permit,DEM-DEM-PMT23-39200616,920 MARTIN LUTHER KING DR,,"920 MARTIN LUTHER KING DR, City of San Antonio, TX 78203",,2138480.7,13698111.5,2022-12-28,2023-01-10,,1200,FLASH DEMOLITION,2,,
LSR Mechanical Permit,LSR-MECH-23-39600107,,,"9823 SPRING HARVEST, City of San Antonio, TX 78254",,2071942.1,13743244.3,2023-01-10,2023-01-10,,,RAY A MERCHANT,7,,
LSR Mechanical Permit,LSR-MECH-23-39600108,,,"9614 CAMPTON FARMS, City of San Antonio, TX 78250",,2071697.1,13730405.8,2023-01-10,2023-01-10,,,RAY A MERCHANT,6,,
LSR Mechanical Permit,LSR-MECH-23-39600110,,,"4822 ENCANTO CREEK DR, City of San Antonio, TX 78247",,2157742.1,13763671.3,2023-01-10,2023-01-10,,,"DENNIS L MOLLGAARD, JR",10,,
LSR Mechanical Permit,LSR-MECH-23-39600120,,,"11843 BRAESVIEW, City of San Antonio, TX 78213",,2119126,13747645,2023-01-10,2023-01-10,,,"JEREMY T ROBERDS, SA SPECIALTIE",9,,
LSR Mechanical Permit,LSR-MECH-23-39600123,,,"3739 GRISSOM BRANCH, City of San Antonio, TX 78251",,2079472.6,13719620.4,2023-01-10,2023-01-10,,,"Michael D Rosenberg, ROSENBERG INDOOR COMFORT",6,,
LSR Mechanical Permit,LSR-MECH-23-39600124,,,"8406 STAR CREEK DR, City of San Antonio, TX 78251",,2076890.4,13716024,2023-01-10,2023-01-10,,,Joe Ybarra,6,,
LSR Mechanical Permit,LSR-MECH-23-39600126,,,"3419 HUNTERS WIND, City of San Antonio, TX 78230",,2111565.5,13751303.5,2023-01-10,2023-01-10,,,Joe Ybarra,8,,
LSR Mechanical Permit,LSR-MECH-23-39600127,,,"21930 PELICAN CREEK, City of San Antonio, TX 78258",,2133527.3,13778319.3,2023-01-10,2023-01-10,,,Myron Mikulenka,9,,
LSR Plumbing Permit,LSR-PLUMB-23-39700109,,,"20631 CLIFF PARK LANE, City of San Antonio, TX 78258",,2124976.1,13778395.2,2023-01-10,2023-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",9,,
LSR Plumbing Permit,LSR-PLUMB-23-39700111,,,"5022 E BEVERLY MAE DR, City of San Antonio, TX 78229",,2099977.6,13728916.6,2023-01-10,2023-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",8,,
LSR Plumbing Permit,LSR-PLUMB-23-39700112,,,"1010 S ELLISON DR, City of San Antonio, TX 78245",,2069873.9,13703148.5,2023-01-10,2023-01-10,,,KARL BISHOP,4,,
LSR Plumbing Permit,LSR-PLUMB-23-39700113,,,"526 LIVELY, City of San Antonio, TX 78213",,2114767.9,13731484.2,2023-01-10,2023-01-10,,,Henry Rodriguez,1,,
LSR Plumbing Permit,LSR-PLUMB-23-39700114,,,"52 LONGSFORD, City of San Antonio, TX 78209",,2136990,13728415.4,2023-01-10,2023-01-10,,,Theresa McFaul,1,,
LSR Plumbing Permit,LSR-PLUMB-23-39700115,,,"1017 W CRAIG PLACE, City of San Antonio, TX 78201",,2124203.7,13712276,2023-01-10,2023-01-10,,,KARL BISHOP,1,NCD-5 Beacon Hill Area,
LSR Plumbing Permit,LSR-PLUMB-23-39700116,,,"5131 SAGAIL PLACE, City of San Antonio, TX 78249",,2099567,13754887.9,2023-01-10,2023-01-10,,,Theresa McFaul,8,,
LSR Plumbing Permit,LSR-PLUMB-23-39700117,,,"4330 APPLE TREE WOODS, City of San Antonio, TX 78249",,2104610.3,13757654.8,2023-01-10,2023-01-10,,,KARL BISHOP,8,,
LSR Plumbing Permit,LSR-PLUMB-23-39700118,,,"305 W KINGS HWY, City of San Antonio, TX 78212",,2128353.5,13715252.3,2023-01-10,2023-01-10,,,"DOUGLAS A OSBURN, ASAP PLUMBING SERVICE",1,,Monte Vista
LSR Plumbing Permit,LSR-PLUMB-23-39700119,,,"19010 CLASSEN CREST, City of San Antonio, TX 78258",,2134392,13772985,2023-01-10,2023-01-10,,,"DANIEL CLEVENGER, 5TH STREET SERVICES LLC",9,,
LSR Plumbing Permit,LSR-PLUMB-23-39700121,,,"24818 COOPER VALLEY, City of San Antonio, TX 78255",,2082504.2,13792396.5,2023-01-10,2023-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",8,,
LSR Plumbing Permit,LSR-PLUMB-23-39700122,,,"6027 WILDE GLEN, City of San Antonio, TX 78240",,2093841.2,13740058.3,2023-01-10,2023-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",7,,
LSR Plumbing Permit,LSR-PLUMB-23-39700125,,,"6210 JOHN CHAPMAN, City of San Antonio, TX 78240",,2094031.2,13732791.1,2023-01-10,2023-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",7,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34000822,Bexar County,,"5503 S PRESA ST, City of San Antonio, TX 78214",,2136997.5,13680918.4,2023-01-09,2023-01-10,,,A RAM PLUMBING INC,3,,Mission
Plumbing Backflow Permit,MEP-BCK-PMT23-34000908,Raymond Gray,,"14003 SHIRE OAK, City of San Antonio, TX 78247",,2151091.7,13754972.8,2023-01-10,2023-01-10,,,Shane Schirmer,10,,
Plumbing Backflow Permit,MEP-BCK-PMT23-34000920,ARAMENDIA,,"5717 IH 10 E, City of San Antonio, TX 78219",,2166480.4,13708338.3,2023-01-10,2023-01-10,,,"ALBERT G JOSEPH, ARAMENDIA PLUMBING",2,,
Electrical Completion Permit,MEP-ECP-PMT23-33200203,Tampico Completion,,"2937 TAMPICO ST, City of San Antonio, TX 78207",,2115056.4,13699410.8,2023-01-03,2023-01-10,,,Jesus Fernandez,5,,
Electrical Completion Permit,MEP-ECP-PMT23-33200636,Nathan Olson Completion,,"5623 CHARLIE CHAN, City of San Antonio, TX 78240",,2096094.4,13730950.8,2023-01-06,2023-01-10,,,GEORGE SALDANA,7,,
Electrical Completion Permit,MEP-ECP-PMT23-33200967,null,,"2646 E COMMERCE ST, City of San Antonio, TX 78203",,2143429.3,13700365.3,2023-01-10,2023-01-10,,,R&Z ELECTRIC LLC,2,,
Electrical General Permit,MEP-ELE-PMT23-33300590,Bergelectric,,"5367 DIETRICH RD, City of San Antonio, TX 78219",,2164169.6,13708981,2023-01-06,2023-01-10,,,"JONATHAN M SHARP, BERGELECTRIC CORP",2,,
Electrical General Permit,MEP-ELE-PMT23-33300734,Electrical General Permit,,"12307 BRET SPRINGS ST, City of San Antonio, TX 78233",,2171514.4,13748749.4,2023-01-09,2023-01-10,,,HSC ELECTRIC,10,,
Electrical General Permit,MEP-ELE-PMT23-33300757,Texas Computer,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-09,2023-01-10,,,"FREEMAN EXPOSITIONS, INC.",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300763,Texas Music Educators,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-09,2023-01-10,,,"FREEMAN EXPOSITIONS, INC.",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300765,TX ASSN of School,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-09,2023-01-10,,,"FREEMAN EXPOSITIONS, INC.",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300767,ASSN of School Admin,,"900 E MARKET ST, City of San Antonio, TX 78205",,2133156.3,13701060.1,2023-01-09,2023-01-10,,,"FREEMAN EXPOSITIONS, INC.",1,,Hemisfair
Electrical General Permit,MEP-ELE-PMT23-33300823,James Ruggs,,"5419 OXBOW DR, City of San Antonio, TX 78228",,2097985.5,13717261.7,2023-01-09,2023-01-10,,,"RISE Power, LLC",7,NCD-3 Ingram Hills,
Electrical General Permit,MEP-ELE-PMT23-33300851,515 pecan valley,,"515 PECAN VALLEY DR, City of San Antonio, TX 78220",,2149002.8,13697014.9,2023-01-10,2023-01-10,,,Raul G Flores,2,,
Electrical General Permit,MEP-ELE-PMT23-33300859,Sylvia Olguin,,"3107 ROYALTON DR, City of San Antonio, TX 78228",,2097906.1,13717644.2,2023-01-10,2023-01-10,,,GEORGE SALDANA,7,NCD-3 Ingram Hills,
Electrical General Permit,MEP-ELE-PMT23-33300872,Bryant Balderas,,"126 S SAN FELIPE AVE, City of San Antonio, TX 78237",,2108789.8,13704227.2,2023-01-10,2023-01-10,,,GEORGE SALDANA,5,,
Electrical General Permit,MEP-ELE-PMT23-33300879,6433 Babcock,,"6433 BABCOCK RD, City of San Antonio, TX 78249",,2091061.3,13746584.9,2023-01-10,2023-01-10,,,Antonio Espericueta,8,,
Electrical General Permit,MEP-ELE-PMT23-33300886,Electrical,,"735 SW MILITARY DR, City of San Antonio, TX 78221",,2126916.9,13677933.8,2023-01-10,2023-01-10,,,Bobby J Hines,3,,
Electrical General Permit,MEP-ELE-PMT23-33300889,General Electric - 220 Betty Jean,,"220 BETTY JEAN, City of San Antonio, TX 78223",,2140209.7,13683135.2,2023-01-10,2023-01-10,,,"JUAN JOSE BALDERAS, MULTI ELECTRIC CO.",3,,
Electrical General Permit,MEP-ELE-PMT23-33300896,1111 Cecilia,,"1111 CECILIA ST, City of San Antonio, TX 78207",,2116664.2,13705544.8,2023-01-10,2023-01-10,,,Robert Guerrero,5,,
Electrical General Permit,MEP-ELE-PMT23-33300900,318 E Cevallos,,"318 E CEVALLOS, City of San Antonio, TX 78204",,2128561.8,13696045.2,2023-01-10,2023-01-10,,,Raul G Flores,5,,
Electrical General Permit,MEP-ELE-PMT23-33300901,Electrical General Permit,,"13915 BROOK HOLLOW, City of San Antonio, TX 78232",,2138564,13756530,2023-01-10,2023-01-10,,,A-1 METRO ELECTRIC,9,,
Electrical General Permit,MEP-ELE-PMT23-33300905,Electrical General Permit,,"307 CYPRESSGARDEN DR, City of San Antonio, TX 78245",,2071435.5,13706544.2,2023-01-10,2023-01-10,,,A-1 METRO ELECTRIC,4,,
Electrical General Permit,MEP-ELE-PMT23-33300906,FAIRVIEW ELECTRIC,,"254 EL MONTE BLVD, City of San Antonio, TX 78212",,2128552.6,13724187.9,2023-01-10,2023-01-10,,,GILBERT FIGUEROA,1,,
Electrical General Permit,MEP-ELE-PMT23-33300915,Basse Rd,,"1738 BASSE RD, City of San Antonio, TX 78213",,2123362.6,13725419.5,2023-01-10,2023-01-10,,,"John Richard Hernandez, EZ ELECTRICAL",1,,
Electrical General Permit,MEP-ELE-PMT23-33300931,ELECTRICAL,,"3735 SW MILITARY DR, City of San Antonio, TX 78211",,2107590.3,13678315.5,2023-01-10,2023-01-10,,,"FRANK GONZALES, WILL FIX IT",4,,
Electrical General Permit,MEP-ELE-PMT23-33300949,CT/ Mary Aboott,,"7407 MARY ABBOTT, City of San Antonio, TX 78221",,2121707.6,13676320.7,2023-01-10,2023-01-10,,,"JOSE Z DE LUNA, JZ ELECTRIC LLC",3,,
Electrical General Permit,MEP-ELE-PMT23-33300962,Smith Print,,"333 BURNET ST, City of San Antonio, TX 78202",,2134659,13703900,2023-01-10,2023-01-10,,,GEORGE SALDANA,2,,
Electrical General Permit,MEP-ELE-PMT23-33300965,600A 3p Breaker Swap,,"215 N SAN SABA, City of San Antonio, TX 78207",,2127523.8,13703029.7,2023-01-10,2023-01-10,,,Aaron Leija,1,,
Electrical General Permit,MEP-ELE-PMT23-33300972,9735 Vale,,"9735 VALE, City of San Antonio, TX 78245",,2071918.5,13700187.5,2023-01-10,2023-01-10,,,ROLAND ORTIZ,4,,
Electrical General Permit,MEP-ELE-PMT23-33300973,Electrical General Permit,,"3004 NOGALITOS ST, City of San Antonio, TX 78225",,2120139,13688267,2023-01-10,2023-01-10,,,"CARLOS ORTEGON, A-1 METRO ELECTRIC",5,,
Electrical General Permit,MEP-ELE-PMT23-33300974,Spray Booth,,"10737 GULFDALE ST, City of San Antonio, TX 78216",,2130210.2,13743826,2023-01-10,2023-01-10,,,Christopher G Koepsel,9,,
Electrical General Permit,MEP-ELE-PMT23-33300975,General Electric,,"1427 RUIZ ST, City of San Antonio, TX 78207",,2119039.8,13706618.4,2023-01-10,2023-01-10,,,Santiago Munguia,1,,
Electrical General Permit,MEP-ELE-PMT23-33300984,435 Meadowlane Dr,,"435 N MEADOWLANE DR, City of San Antonio, TX 78209",,2142477.7,13725311.4,2023-01-10,2023-01-10,,,"KEITH F HERSHEY, TOWER ELECTRIC",10,,
Electrical General Permit,MEP-ELE-PMT23-33300992,4244B Centergate,,"4244 CENTER GATE, City of San Antonio, TX 78217",,2156427,13737161,2023-01-10,2023-01-10,,,"Ricardo Dominguez, Dominguez Electric",10,,
Electrical General Permit,MEP-ELE-PMT23-33300996,4244C Centergate,,"4244 CENTER GATE, City of San Antonio, TX 78217",,2156427,13737161,2023-01-10,2023-01-10,,,"Ricardo Dominguez, Dominguez Electric",10,,
Electrical General Permit,MEP-ELE-PMT23-33301001,Moana,,"4502 MOANA DR, City of San Antonio, TX 78218",,2157869,13727557.5,2023-01-10,2023-01-10,,,Nicolas Espinoza,2,,
Electrical General Permit,MEP-ELE-PMT23-33301007,Sub Panel,,"11234 WOODRIDGE FOREST, City of San Antonio, TX 78249",,2095468.5,13747479.1,2023-01-10,2023-01-10,,,"MELCHOR AGUIRRE, NASMMA ELECTRICAL SERVICE",8,,
Electrical General Permit,MEP-ELE-PMT23-33301015,Jeff Uresti,,"1318 COMMERCIAL AVE, City of San Antonio, TX 78221",,2122447,13681607,2023-01-10,2023-01-10,,,"JOSEPH URESTI, URESTI ELECTRIC AND CONSTRUCTI",3,,
Electrical General Permit,MEP-ELE-PMT23-33301019,CCP-Paynter,,"26207 SUNNY MEADOW, City of San Antonio ETJ, TX 78260",,2123918.3,13802144.2,2023-01-10,2023-01-10,,,DRAGAN TODOROVIC,0,,
Electrical General Permit,MEP-ELE-PMT23-33301020,BHP-Metzger-JH-GC#7412,,"21310 BEAVER BROOK, City of San Antonio, TX 78260",,2125068.5,13780632.7,2023-01-10,2023-01-10,,,DRAGAN TODOROVIC,9,,
Electrical General Permit,MEP-ELE-PMT23-33328423,Mclure,,"9006 FOXLAND DR, City of San Antonio, TX 78230",,2114314.7,13739212.4,2021-08-30,2023-01-10,,,JAMAER HOPES,9,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200770,Nagy/Cody Pools,,"302 W LYNWOOD, City of San Antonio, TX 78212",,2128353.9,13716153.1,2023-01-09,2023-01-10,,,LIQUEFIED PROPANE INSTALL LLC,1,,Monte Vista
Plumbing Gas Permit,MEP-GAS-PMT23-34200832,Willow Springs GC Gas Lockout,,"202 AT AND T CENTER, City of San Antonio, TX 78219",,2148796.7,13703134.8,2023-01-09,2023-01-10,,,"Juan J Sanchez, GALLOS PLUMBING SERVICE INC.",2,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200894,Annual  gas test,,"246 FAIR AVE, City of San Antonio, TX 78223",,2136039.6,13687499.9,2023-01-10,2023-01-10,,,"FRANCISCO GONZALES, FRANK'S PLUMBING",3,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200932,Plumbing Gas Permit,,"210 BLUFF CREST, City of San Antonio, TX 78216",,2127234.8,13752969.5,2023-01-10,2023-01-10,,,GREAT AMERICAN,9,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200950,Plumbing Gas Permit,,"9239 RIDGE POST, City of San Antonio, TX 78250",,2073222.5,13729564.2,2023-01-10,2023-01-10,,,JC AND SONS,6,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200955,Gas,,"1132 W HUISACHE AVE, City of San Antonio, TX 78201",,2123398.4,13713481.5,2023-01-10,2023-01-10,,,CESAR JUAREZ,1,NCD-5 Beacon Hill Area,
Plumbing Gas Permit,MEP-GAS-PMT23-34200971,Gas Stove,,"6106 ROYAL BREEZE, City of San Antonio, TX 78239",,2170201,13742698.8,2023-01-10,2023-01-10,,,Cynthia Barrera,10,,
Plumbing Gas Permit,MEP-GAS-PMT23-34200982,Armando Constante,,"5042 HEMPHILL DR, City of San Antonio, TX 78228",,2099954.2,13713565.2,2023-01-10,2023-01-10,,,"CAROLINA A MARTINEZ, CAROLINA'S PLUMBING SERVICE",7,,
Plumbing Gas Permit,MEP-GAS-PMT23-34201017,Gas to fire feature,,"419 LEGACY RIDGE, City of San Antonio ETJ, TX 78260",,2130903.1,13792181,2023-01-10,2023-01-10,,,"JONATHON G HART, KJ WORKS PLUMBING",0,,
Plumbing Gas Permit,MEP-GAS-PMT23-34201018,GAS,,"3024 COLIMA ST, City of San Antonio, TX 78207",,2115851.2,13700230.2,2023-01-10,2023-01-10,,,"ROGER DELGADO, TURDMINATOR PLUMBING",5,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400272,Rim at Talavera Apt Irr,,"19035 TALAVERA RIDGE, City of San Antonio, TX 78257",,2095202.6,13772938.8,2023-01-04,2023-01-10,,,"RANDAL D MAHAN, DWAYNES LANDSCAPE SERVICE",8,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400414,Avedina Irrigation,,,,,,2023-01-05,2023-01-10,,,"CARLOS A PALOS, MUNDO VERDE IRRIGATION &LANDSC","0, 2",,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400860,21216 Cobble Loop,,"21216 COBBLE LOOP, SAN ANTONIO, TX 78261",,,,2023-01-10,2023-01-10,,,Charles Fry,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400865,2026 KERRISDALE DR,,"2026 KERRISDALE, City of San Antonio ETJ, TX 78260",,2140195.6,13800537.2,2023-01-10,2023-01-10,,,"JEFFREY SMITH, LANDSCAPE OF TEXAS/SMITH&SONS",0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400866,5267 Wolf bane,,,,,,2023-01-10,2023-01-10,,,DOUBLE H LANDSCAPE,0,,
Plumbing Irrigation Permit,MEP-IRR-PMT23-34400868,1710 dancing eagle,,"1710 DANCING EAGLE, City of San Antonio ETJ, TX 78258",,2139493.5,13786486.9,2023-01-10,2023-01-10,,,DOUBLE H LANDSCAPE,0,,
